track 1;
21 "0.4700 0.1834 0.3516 0.1344 0.1935 0.3024 0.2406 0.1284 0.0729 0.0477 0.0353 0.0292 0.0265 0.0255 0.0255 0.4728";
19 "0.4686 0.0426 0.0576 0.1288 0.1924 0.3018 0.2397 0.1279 0.0725 0.0477 0.0352 0.0292 0.0264 0.0254 0.0254 0.4719";
22 "0.4720 0.0317 0.0356 0.1306 0.1940 0.3040 0.2412 0.1287 0.0731 0.0479 0.0353 0.0292 0.0264 0.0254 0.0254 0.4754";
38 "0.4734 0.1236 0.2263 0.1315 0.1942 0.3044 0.2421 0.1289 0.0731 0.0480 0.0353 0.0292 0.0266 0.0255 0.0255 0.4763";
21 "0.4760 0.0835 0.1433 0.1317 0.1956 0.3066 0.2432 0.1294 0.0733 0.0480 0.0354 0.0292 0.0264 0.0254 0.0254 0.4804";
20 "0.4853 0.1054 0.1885 0.1337 0.1988 0.3116 0.2477 0.1317 0.0742 0.0486 0.0358 0.0292 0.0265 0.0255 0.0256 0.4894";
21 "0.4846 0.0770 0.1300 0.1328 0.1989 0.3117 0.2471 0.1314 0.0741 0.0485 0.0355 0.0292 0.0265 0.0255 0.0255 0.4886";
19 "0.4806 0.3486 0.6809 0.1330 0.1968 0.3083 0.2453 0.1308 0.0740 0.0483 0.0358 0.0293 0.0264 0.0254 0.0254 0.4825";
20 "0.2796 0.0748 0.1239 0.1135 0.1662 0.2581 0.1471 0.0828 0.0523 0.0377 0.0305 0.0267 0.0254 0.0251 0.0255 0.4157";
19 "0.0864 0.0245 0.0237 0.1052 0.1507 0.2229 0.0554 0.0402 0.0321 0.0280 0.0260 0.0244 0.0245 0.0247 0.0248 0.3392";
23 "0.1185 0.0223 0.0182 0.1096 0.1594 0.2417 0.0698 0.0471 0.0355 0.0293 0.0266 0.0248 0.0247 0.0247 0.0245 0.3555";
19 "0.2572 0.0513 0.0778 0.1227 0.1809 0.2809 0.1371 0.0786 0.0505 0.0367 0.0302 0.0265 0.0254 0.0250 0.0251 0.4329";
21 "0.2329 0.0300 0.0347 0.1238 0.1822 0.2817 0.1256 0.0730 0.0479 0.0356 0.0295 0.0262 0.0251 0.0251 0.0251 0.4378";
18 "0.4350 0.0211 0.0142 0.1321 0.1964 0.3078 0.2224 0.1199 0.0693 0.0460 0.0342 0.0284 0.0264 0.0254 0.0254 0.4820";
20 "0.4672 0.0230 0.0187 0.1351 0.1997 0.3125 0.2390 0.1278 0.0724 0.0479 0.0352 0.0293 0.0264 0.0254 0.0254 0.4908";
19 "0.4687 0.0192 0.0089 0.1327 0.1973 0.3095 0.2397 0.1279 0.0724 0.0477 0.0352 0.0293 0.0264 0.0254 0.0254 0.4852";
22 "0.4730 0.0186 0.0078 0.1333 0.1981 0.3105 0.2419 0.1288 0.0731 0.0479 0.0352 0.0293 0.0264 0.0254 0.0254 0.4874";
20 "0.4778 0.0186 0.0078 0.1338 0.1991 0.3120 0.2440 0.1299 0.0733 0.0479 0.0352 0.0293 0.0264 0.0254 0.0254 0.4901";
21 "0.4787 0.0365 0.0447 0.1336 0.1983 0.3108 0.2444 0.1300 0.0734 0.0480 0.0353 0.0293 0.0264 0.0254 0.0254 0.4875";
17 "0.4777 0.0294 0.0302 0.1330 0.1981 0.3106 0.2442 0.1299 0.0733 0.0479 0.0352 0.0293 0.0264 0.0254 0.0254 0.4871";
22 "0.4722 0.0277 0.0266 0.1315 0.1957 0.3068 0.2415 0.1288 0.0731 0.0477 0.0352 0.0293 0.0264 0.0254 0.0254 0.4799";
20 "0.4738 0.0363 0.0455 0.1325 0.1956 0.3066 0.2422 0.1290 0.0733 0.0479 0.0353 0.0293 0.0264 0.0254 0.0254 0.4798";
21 "0.2321 0.0714 0.1253 0.1163 0.1692 0.2559 0.1275 0.0753 0.0490 0.0361 0.0298 0.0264 0.0253 0.0248 0.0241 0.3801";
40 "0.4645 0.0746 0.1194 0.1277 0.1952 0.3066 0.2377 0.1270 0.0723 0.0475 0.0352 0.0291 0.0264 0.0254 0.0255 0.4805";
20 "0.4734 0.2646 0.5118 0.1333 0.1970 0.3090 0.2421 0.1289 0.0730 0.0477 0.0353 0.0292 0.0265 0.0255 0.0254 0.4832";
20 "0.1956 0.0337 0.0375 0.1069 0.1561 0.2475 0.1044 0.0623 0.0425 0.0327 0.0281 0.0255 0.0250 0.0250 0.0256 0.3940";
19 "0.0429 0.0371 0.0476 0.1030 0.1486 0.2249 0.0355 0.0302 0.0271 0.0256 0.0247 0.0238 0.0243 0.0245 0.0250 0.3603";
23 "0.4520 0.0327 0.0372 0.1317 0.1963 0.3077 0.2316 0.1240 0.0713 0.0470 0.0350 0.0292 0.0264 0.0254 0.0254 0.4822";
17 "0.4638 0.0271 0.0258 0.1317 0.1959 0.3069 0.2376 0.1270 0.0723 0.0477 0.0352 0.0293 0.0264 0.0254 0.0254 0.4810";
20 "0.4659 0.0188 0.0089 0.1316 0.1953 0.3059 0.2383 0.1271 0.0723 0.0477 0.0352 0.0293 0.0264 0.0254 0.0254 0.4793";
21 "0.4699 0.0508 0.0742 0.1312 0.1953 0.3064 0.2404 0.1281 0.0726 0.0477 0.0352 0.0292 0.0264 0.0254 0.0255 0.4799";
19 "0.4708 0.0491 0.0737 0.1331 0.1953 0.3058 0.2408 0.1283 0.0728 0.0479 0.0353 0.0292 0.0264 0.0254 0.0254 0.4787";
21 "0.4702 0.0459 0.0654 0.1310 0.1945 0.3047 0.2404 0.1281 0.0728 0.0477 0.0352 0.0293 0.0264 0.0254 0.0254 0.4767";
19 "0.2024 0.0431 0.0621 0.1110 0.1632 0.2505 0.1101 0.0665 0.0448 0.0338 0.0287 0.0259 0.0251 0.0248 0.0247 0.3709";
20 "0.3791 0.1010 0.1829 0.1315 0.1931 0.3024 0.1951 0.1066 0.0636 0.0431 0.0332 0.0282 0.0262 0.0254 0.0254 0.4748";
20 "0.2320 0.0402 0.0560 0.1220 0.1785 0.2737 0.1255 0.0731 0.0480 0.0355 0.0295 0.0264 0.0251 0.0250 0.0249 0.4183";
20 "0.3217 0.0331 0.0402 0.1211 0.1786 0.2770 0.1679 0.0936 0.0576 0.0400 0.0319 0.0275 0.0259 0.0253 0.0251 0.4241";
21 "0.4031 0.0466 0.0670 0.1236 0.1837 0.2870 0.2060 0.1122 0.0660 0.0444 0.0337 0.0283 0.0262 0.0254 0.0254 0.4470";
19 "0.4274 0.1161 0.2117 0.1238 0.1834 0.2865 0.2185 0.1181 0.0687 0.0457 0.0342 0.0283 0.0262 0.0254 0.0254 0.4457";
20 "0.3675 0.0689 0.1138 0.1221 0.1808 0.2818 0.1898 0.1041 0.0625 0.0425 0.0328 0.0280 0.0260 0.0253 0.0253 0.4382";
21 "0.4598 0.0566 0.0875 0.1301 0.1934 0.3029 0.2356 0.1260 0.0722 0.0474 0.0350 0.0292 0.0264 0.0254 0.0254 0.4738";
20 "0.4653 0.0802 0.1371 0.1304 0.1937 0.3036 0.2381 0.1271 0.0723 0.0476 0.0352 0.0293 0.0264 0.0254 0.0254 0.4749";
19 "0.3926 0.2469 0.4780 0.1311 0.1916 0.3006 0.2016 0.1096 0.0649 0.0438 0.0335 0.0282 0.0262 0.0254 0.0254 0.4716";
18 "0.4183 0.0546 0.0830 0.1305 0.1931 0.3029 0.2139 0.1159 0.0678 0.0453 0.0341 0.0284 0.0262 0.0254 0.0254 0.4741";
24 "0.4489 0.0986 0.1718 0.1283 0.1942 0.3047 0.2301 0.1233 0.0711 0.0468 0.0349 0.0289 0.0265 0.0254 0.0254 0.4769";
39 "0.4199 0.0436 0.0614 0.1293 0.1916 0.3009 0.2147 0.1162 0.0679 0.0454 0.0341 0.0283 0.0262 0.0254 0.0254 0.4723";
20 "0.4655 0.3051 0.5936 0.1314 0.1951 0.3061 0.2383 0.1272 0.0723 0.0476 0.0352 0.0292 0.0264 0.0254 0.0254 0.4792";
19 "0.4647 0.2902 0.5678 0.1355 0.1953 0.3053 0.2379 0.1270 0.0719 0.0472 0.0352 0.0292 0.0264 0.0254 0.0255 0.4777";
22 "0.4338 0.1286 0.2393 0.1322 0.1948 0.3057 0.2220 0.1195 0.0693 0.0460 0.0346 0.0288 0.0262 0.0254 0.0256 0.4789";
20 "0.0366 0.0772 0.1320 0.1029 0.1486 0.2271 0.0310 0.0284 0.0262 0.0251 0.0245 0.0237 0.0242 0.0244 0.0247 0.3470";
20 "0.4139 0.1760 0.3355 0.1354 0.1955 0.3067 0.2105 0.1141 0.0669 0.0449 0.0339 0.0282 0.0262 0.0254 0.0255 0.4749";
19 "0.3210 0.1089 0.1983 0.1223 0.1803 0.2797 0.1671 0.0932 0.0574 0.0400 0.0316 0.0273 0.0259 0.0251 0.0255 0.4373";
21 "0.4499 0.1126 0.2094 0.1365 0.1962 0.3067 0.2307 0.1237 0.0713 0.0470 0.0352 0.0292 0.0262 0.0254 0.0254 0.4803";
20 "0.4534 0.0532 0.0806 0.1322 0.1963 0.3077 0.2326 0.1245 0.0715 0.0471 0.0350 0.0292 0.0264 0.0254 0.0254 0.4821";
21 "0.4687 0.1024 0.1823 0.1326 0.1963 0.3077 0.2398 0.1279 0.0725 0.0477 0.0353 0.0292 0.0264 0.0254 0.0255 0.4817";
19 "0.4764 0.2069 0.3951 0.1328 0.1973 0.3092 0.2434 0.1295 0.0734 0.0481 0.0355 0.0291 0.0265 0.0254 0.0256 0.4843";
21 "0.4617 0.3061 0.5930 0.1293 0.1935 0.3036 0.2365 0.1264 0.0722 0.0476 0.0350 0.0292 0.0264 0.0254 0.0254 0.4732";
19 "0.4614 0.3083 0.5919 0.1254 0.1918 0.3025 0.2340 0.1250 0.0714 0.0466 0.0346 0.0289 0.0261 0.0253 0.0254 0.4653";
20 "0.4615 0.0623 0.1004 0.1316 0.1948 0.3053 0.2364 0.1262 0.0722 0.0475 0.0352 0.0292 0.0264 0.0254 0.0254 0.4777";
23 "0.1962 0.0623 0.1028 0.1206 0.1732 0.2701 0.1068 0.0640 0.0435 0.0336 0.0286 0.0258 0.0250 0.0250 0.0254 0.4275";
17 "0.4391 0.0557 0.0792 0.1301 0.1989 0.3122 0.2246 0.1207 0.0698 0.0463 0.0346 0.0287 0.0264 0.0254 0.0254 0.4897";
23 "0.4776 0.0545 0.0828 0.1351 0.2019 0.3160 0.2439 0.1299 0.0734 0.0480 0.0353 0.0292 0.0264 0.0254 0.0255 0.4969";
18 "0.3924 0.0365 0.0450 0.1345 0.2003 0.3140 0.2012 0.1096 0.0648 0.0438 0.0333 0.0282 0.0262 0.0254 0.0254 0.4936";
19 "0.0383 0.3569 0.7013 0.1045 0.1493 0.2218 0.0342 0.0298 0.0270 0.0256 0.0248 0.0238 0.0243 0.0245 0.0256 0.4247";
18 "0.3116 0.2874 0.5532 0.1253 0.1890 0.3006 0.1629 0.0901 0.0558 0.0393 0.0314 0.0271 0.0255 0.0253 0.0256 0.4813";
23 "0.4673 0.0374 0.0477 0.1348 0.2006 0.3140 0.2393 0.1278 0.0725 0.0476 0.0352 0.0292 0.0264 0.0254 0.0254 0.4932";
41 "0.2928 0.0668 0.1117 0.1270 0.1869 0.2930 0.1542 0.0864 0.0543 0.0387 0.0310 0.0270 0.0256 0.0253 0.0255 0.4600";
39 "0.4200 0.0189 0.0087 0.1314 0.1957 0.3069 0.2145 0.1162 0.0679 0.0453 0.0341 0.0283 0.0262 0.0254 0.0254 0.4792";
20 "0.1306 0.2372 0.4592 0.1131 0.1642 0.2514 0.0757 0.0496 0.0365 0.0298 0.0269 0.0249 0.0245 0.0245 0.0247 0.3786";
19 "0.3123 0.1452 0.2677 0.1220 0.1786 0.2796 0.1632 0.0902 0.0555 0.0394 0.0313 0.0271 0.0258 0.0253 0.0260 0.4605";
22 "0.4293 0.0186 0.0087 0.1287 0.1912 0.2994 0.2195 0.1184 0.0690 0.0459 0.0342 0.0283 0.0262 0.0254 0.0254 0.4664";
18 "0.4262 0.0409 0.0542 0.1217 0.1813 0.2830 0.2178 0.1176 0.0685 0.0455 0.0342 0.0283 0.0262 0.0254 0.0254 0.4411";
41 "0.4383 0.0905 0.1559 0.1215 0.1808 0.2827 0.2241 0.1206 0.0697 0.0461 0.0346 0.0287 0.0262 0.0254 0.0254 0.4415";
19 "0.4572 0.0629 0.0996 0.1267 0.1890 0.2961 0.2343 0.1254 0.0720 0.0474 0.0352 0.0293 0.0264 0.0254 0.0254 0.4622";
20 "0.1035 0.0560 0.0866 0.1006 0.1436 0.2156 0.0640 0.0436 0.0335 0.0288 0.0262 0.0245 0.0247 0.0248 0.0253 0.3514";
21 "0.3437 0.2013 0.3874 0.1273 0.1853 0.2909 0.1786 0.0980 0.0596 0.0413 0.0322 0.0276 0.0260 0.0253 0.0255 0.4561";
20 "0.4174 0.0188 0.0085 0.1278 0.1898 0.2972 0.2133 0.1156 0.0676 0.0450 0.0341 0.0283 0.0262 0.0254 0.0254 0.4637";
20 "0.2042 0.3554 0.6988 0.1168 0.1721 0.2666 0.1107 0.0665 0.0449 0.0338 0.0287 0.0259 0.0250 0.0249 0.0250 0.3990";
17 "0.2598 0.0195 0.0094 0.1223 0.1817 0.2869 0.1373 0.0780 0.0503 0.0367 0.0302 0.0265 0.0254 0.0253 0.0254 0.4540";
23 "0.4158 0.0295 0.0313 0.1293 0.1918 0.3016 0.2097 0.1139 0.0668 0.0446 0.0336 0.0281 0.0261 0.0253 0.0254 0.4575";
20 "0.4286 0.0378 0.0483 0.1289 0.1914 0.3012 0.2168 0.1171 0.0681 0.0453 0.0343 0.0286 0.0261 0.0254 0.0244 0.4012";
20 "0.4430 0.0186 0.0077 0.1286 0.1911 0.2989 0.2270 0.1221 0.0703 0.0468 0.0350 0.0292 0.0264 0.0254 0.0254 0.4667";
20 "0.4564 0.0564 0.0851 0.1286 0.1922 0.3009 0.2338 0.1251 0.0719 0.0471 0.0350 0.0291 0.0264 0.0254 0.0255 0.4700";
19 "0.4548 0.0187 0.0079 0.1286 0.1911 0.2990 0.2329 0.1249 0.0719 0.0472 0.0350 0.0292 0.0264 0.0254 0.0254 0.4671";
21 "0.4570 0.0272 0.0261 0.1284 0.1902 0.2978 0.2342 0.1253 0.0720 0.0474 0.0352 0.0293 0.0264 0.0254 0.0254 0.4647";
41 "0.4572 0.0188 0.0087 0.1281 0.1903 0.2978 0.2342 0.1254 0.0722 0.0474 0.0350 0.0292 0.0264 0.0254 0.0254 0.4649";
19 "0.4631 0.0377 0.0482 0.1282 0.1907 0.2986 0.2371 0.1267 0.0723 0.0476 0.0352 0.0292 0.0264 0.0254 0.0254 0.4660";
19 "0.4625 0.0487 0.0728 0.1292 0.1908 0.2986 0.2368 0.1266 0.0723 0.0475 0.0352 0.0292 0.0264 0.0254 0.0254 0.4654";
22 "0.4604 0.0219 0.0145 0.1278 0.1897 0.2967 0.2359 0.1261 0.0722 0.0476 0.0352 0.0293 0.0264 0.0254 0.0254 0.4622";
20 "0.4631 0.0336 0.0400 0.1284 0.1905 0.2980 0.2372 0.1268 0.0723 0.0476 0.0352 0.0292 0.0264 0.0254 0.0254 0.4647";
20 "0.2624 0.0281 0.0269 0.1159 0.1701 0.2642 0.1402 0.0800 0.0510 0.0372 0.0303 0.0266 0.0255 0.0251 0.0251 0.4191";
20 "0.3026 0.0192 0.0077 0.1148 0.1686 0.2632 0.1581 0.0883 0.0548 0.0389 0.0310 0.0270 0.0256 0.0253 0.0254 0.4223";
20 "0.4485 0.0239 0.0161 0.1266 0.1897 0.2970 0.2299 0.1233 0.0711 0.0468 0.0350 0.0292 0.0264 0.0254 0.0254 0.4625";
20 "0.4460 0.0237 0.0177 0.1244 0.1843 0.2881 0.2284 0.1229 0.0711 0.0468 0.0350 0.0292 0.0264 0.0254 0.0254 0.4477";
16 "0.4516 0.0684 0.1137 0.1261 0.1856 0.2901 0.2314 0.1240 0.0714 0.0470 0.0350 0.0291 0.0264 0.0255 0.0255 0.4507";
24 "0.3825 0.0190 0.0078 0.1192 0.1757 0.2709 0.1980 0.1082 0.0643 0.0435 0.0333 0.0283 0.0260 0.0253 0.0251 0.4184";
20 "0.4565 0.3439 0.6678 0.1221 0.1841 0.2884 0.2338 0.1250 0.0720 0.0474 0.0350 0.0292 0.0262 0.0254 0.0253 0.4484";
20 "0.4512 0.2189 0.4157 0.1211 0.1835 0.2873 0.2312 0.1240 0.0714 0.0470 0.0350 0.0291 0.0264 0.0254 0.0254 0.4473";
20 "0.4479 0.1122 0.2056 0.1257 0.1819 0.2834 0.2295 0.1233 0.0712 0.0470 0.0350 0.0291 0.0264 0.0254 0.0254 0.4408";
18 "0.4411 0.0228 0.0168 0.1206 0.1785 0.2790 0.2257 0.1215 0.0703 0.0468 0.0350 0.0291 0.0264 0.0254 0.0254 0.4344";
22 "0.4448 0.0210 0.0133 0.1221 0.1808 0.2823 0.2278 0.1222 0.0704 0.0468 0.0350 0.0292 0.0264 0.0254 0.0254 0.4395";
23 "0.4472 0.0238 0.0190 0.1233 0.1823 0.2846 0.2290 0.1231 0.0712 0.0469 0.0350 0.0291 0.0264 0.0254 0.0254 0.4427";
18 "0.3949 0.0210 0.0132 0.1173 0.1730 0.2693 0.2022 0.1104 0.0652 0.0438 0.0333 0.0283 0.0262 0.0254 0.0254 0.4194";
21 "0.4532 0.0376 0.0492 0.1254 0.1851 0.2895 0.2323 0.1244 0.0715 0.0470 0.0350 0.0292 0.0264 0.0254 0.0254 0.4511";
18 "0.4639 0.2249 0.4336 0.1300 0.1880 0.2939 0.2375 0.1268 0.0723 0.0476 0.0352 0.0291 0.0264 0.0255 0.0254 0.4564";
21 "0.4695 0.3598 0.7035 0.1273 0.1883 0.2947 0.2403 0.1279 0.0725 0.0479 0.0352 0.0293 0.0264 0.0254 0.0254 0.4589";
20 "0.4686 0.1839 0.3505 0.1300 0.1896 0.2958 0.2400 0.1281 0.0728 0.0479 0.0353 0.0292 0.0264 0.0254 0.0254 0.4604";
20 "0.0861 0.1141 0.2112 0.1056 0.1481 0.2217 0.0554 0.0408 0.0326 0.0281 0.0260 0.0244 0.0244 0.0247 0.0248 0.3337";
20 "0.3710 0.0283 0.0281 0.1245 0.1847 0.2889 0.1913 0.1045 0.0626 0.0426 0.0328 0.0280 0.0261 0.0254 0.0254 0.4505";
20 "0.0082 0.0875 0.1546 0.0955 0.1365 0.2049 0.0173 0.0220 0.0234 0.0236 0.0236 0.0234 0.0242 0.0244 0.0245 0.3233";
19 "0.2351 0.2835 0.5537 0.1203 0.1770 0.2653 0.1261 0.0750 0.0487 0.0358 0.0297 0.0262 0.0253 0.0248 0.0242 0.3791";
20 "0.3538 0.0195 0.0089 0.1377 0.2063 0.3197 0.1826 0.1010 0.0608 0.0419 0.0325 0.0277 0.0260 0.0251 0.0258 0.4977";
21 "0.4671 0.3051 0.5939 0.1448 0.2177 0.3414 0.2387 0.1273 0.0725 0.0475 0.0352 0.0291 0.0262 0.0253 0.0255 0.5290";
20 "0.4592 0.0278 0.0292 0.1416 0.2108 0.3309 0.2351 0.1256 0.0717 0.0471 0.0350 0.0289 0.0264 0.0254 0.0259 0.5180";
20 "0.5403 0.0711 0.1132 0.1493 0.2276 0.3599 0.2766 0.1452 0.0806 0.0515 0.0370 0.0300 0.0270 0.0256 0.0261 0.5655";
20 "0.5537 0.0962 0.1696 0.1514 0.2300 0.3639 0.2836 0.1488 0.0822 0.0521 0.0374 0.0302 0.0270 0.0258 0.0260 0.5739";
17 "0.5677 0.1677 0.3116 0.1509 0.2348 0.3730 0.2911 0.1524 0.0838 0.0529 0.0378 0.0302 0.0271 0.0256 0.0260 0.5853";
8 "0.5577 0.0293 0.0300 0.1520 0.2312 0.3661 0.2856 0.1499 0.0827 0.0526 0.0376 0.0303 0.0272 0.0258 0.0261 0.5750";
35 "0.5627 0.3018 0.5908 0.1555 0.2309 0.3652 0.2886 0.1513 0.0834 0.0529 0.0378 0.0302 0.0272 0.0258 0.0262 0.5764";
20 "0.5671 0.3195 0.6229 0.1550 0.2337 0.3703 0.2907 0.1524 0.0838 0.0529 0.0380 0.0302 0.0272 0.0260 0.0261 0.5706";
20 "0.5439 0.2472 0.4760 0.1476 0.2228 0.3509 0.2786 0.1461 0.0811 0.0518 0.0372 0.0300 0.0272 0.0260 0.0262 0.5521";
19 "0.5402 0.3622 0.7075 0.1471 0.2216 0.3487 0.2765 0.1450 0.0808 0.0518 0.0370 0.0302 0.0272 0.0260 0.0262 0.5473";
21 "0.5386 0.1509 0.2733 0.1416 0.2201 0.3468 0.2757 0.1447 0.0803 0.0514 0.0370 0.0300 0.0270 0.0258 0.0261 0.5433";
20 "0.5374 0.0549 0.0817 0.1447 0.2200 0.3465 0.2753 0.1445 0.0802 0.0515 0.0370 0.0300 0.0271 0.0260 0.0261 0.5436";
20 "0.5406 0.1936 0.3615 0.1425 0.2211 0.3484 0.2768 0.1452 0.0805 0.0514 0.0370 0.0300 0.0271 0.0259 0.0261 0.5462";
21 "0.5463 0.3512 0.6873 0.1492 0.2221 0.3494 0.2796 0.1465 0.0812 0.0518 0.0371 0.0302 0.0272 0.0261 0.0262 0.5479";
19 "0.5395 0.1299 0.2421 0.1471 0.2205 0.3466 0.2763 0.1450 0.0806 0.0515 0.0371 0.0300 0.0271 0.0259 0.0260 0.5439";
20 "0.1991 0.0735 0.1254 0.1076 0.1563 0.2362 0.1094 0.0663 0.0446 0.0338 0.0288 0.0258 0.0249 0.0247 0.0244 0.3410";
17 "0.5141 0.0944 0.1668 0.1474 0.2184 0.3431 0.2633 0.1387 0.0774 0.0501 0.0364 0.0295 0.0266 0.0255 0.0261 0.5388";
24 "0.5358 0.2696 0.5190 0.1444 0.2204 0.3470 0.2742 0.1439 0.0800 0.0512 0.0369 0.0299 0.0270 0.0259 0.0262 0.5393";
19 "0.5371 0.3412 0.6657 0.1472 0.2224 0.3504 0.2751 0.1443 0.0802 0.0514 0.0370 0.0300 0.0271 0.0259 0.0262 0.5506";
20 "0.5209 0.3114 0.6064 0.1466 0.2221 0.3495 0.2699 0.1425 0.0794 0.0510 0.0367 0.0299 0.0267 0.0253 0.0247 0.5204";
19 "0.4343 0.2007 0.3896 0.1453 0.2135 0.3370 0.2249 0.1214 0.0702 0.0466 0.0348 0.0289 0.0262 0.0251 0.0253 0.5198";
20 "0.0770 0.1959 0.3741 0.0910 0.1305 0.1916 0.0525 0.0393 0.0319 0.0278 0.0259 0.0244 0.0244 0.0243 0.0234 0.2725";
22 "0.4589 0.3598 0.7026 0.1452 0.2187 0.3454 0.2349 0.1255 0.0717 0.0472 0.0350 0.0291 0.0264 0.0254 0.0262 0.5451";
20 "0.5325 0.0923 0.1626 0.1475 0.2221 0.3498 0.2725 0.1435 0.0798 0.0513 0.0371 0.0300 0.0271 0.0260 0.0262 0.5505";
20 "0.5455 0.2810 0.5411 0.1475 0.2240 0.3536 0.2793 0.1467 0.0813 0.0519 0.0372 0.0300 0.0271 0.0260 0.0262 0.5543";
19 "0.4688 0.3172 0.6187 0.1433 0.2138 0.3298 0.2412 0.1288 0.0734 0.0477 0.0353 0.0293 0.0267 0.0259 0.0261 0.5042";
21 "0.3464 0.1775 0.3440 0.1320 0.1930 0.2903 0.1826 0.1015 0.0608 0.0419 0.0327 0.0278 0.0260 0.0253 0.0250 0.4268";
21 "0.2945 0.1304 0.2432 0.1182 0.1738 0.2664 0.1554 0.0878 0.0545 0.0387 0.0310 0.0270 0.0256 0.0250 0.0262 0.5524";
19 "0.5311 0.0879 0.1520 0.1478 0.2243 0.3537 0.2719 0.1431 0.0796 0.0512 0.0371 0.0300 0.0272 0.0262 0.0262 0.5557";
20 "0.0844 0.0737 0.1250 0.0995 0.1428 0.2174 0.0537 0.0392 0.0316 0.0276 0.0256 0.0244 0.0247 0.0247 0.0249 0.3302";
29 "0.5263 0.0523 0.0770 0.1480 0.2237 0.3525 0.2694 0.1419 0.0792 0.0508 0.0371 0.0300 0.0271 0.0260 0.0262 0.5535";
12 "0.5379 0.0231 0.0167 0.1482 0.2241 0.3533 0.2754 0.1445 0.0802 0.0516 0.0370 0.0302 0.0272 0.0261 0.0262 0.5550";
20 "0.5467 0.0883 0.1549 0.1497 0.2248 0.3544 0.2799 0.1469 0.0813 0.0519 0.0372 0.0302 0.0272 0.0260 0.0262 0.5567";
22 "0.5473 0.0365 0.0444 0.1488 0.2248 0.3545 0.2802 0.1467 0.0813 0.0519 0.0371 0.0303 0.0272 0.0261 0.0262 0.5570";
16 "0.5554 0.2266 0.4340 0.1498 0.2263 0.3576 0.2843 0.1492 0.0824 0.0524 0.0375 0.0302 0.0271 0.0260 0.0261 0.5620";
41 "0.5629 0.3594 0.7022 0.1504 0.2277 0.3597 0.2884 0.1514 0.0830 0.0527 0.0380 0.0303 0.0272 0.0261 0.0262 0.5646";
41 "0.5526 0.0281 0.0277 0.1489 0.2251 0.3550 0.2830 0.1486 0.0820 0.0520 0.0372 0.0302 0.0272 0.0260 0.0262 0.5579";
18 "0.5533 0.0221 0.0156 0.1491 0.2251 0.3551 0.2835 0.1487 0.0820 0.0521 0.0372 0.0303 0.0272 0.0261 0.0264 0.5594";
21 "0.5561 0.1509 0.2737 0.1465 0.2259 0.3570 0.2848 0.1494 0.0823 0.0521 0.0374 0.0300 0.0270 0.0259 0.0261 0.5589";
21 "0.3597 0.0251 0.0178 0.1264 0.1876 0.2974 0.1872 0.1018 0.0607 0.0420 0.0325 0.0277 0.0259 0.0253 0.0266 0.5025";
26 "0.2075 0.2465 0.4772 0.1096 0.1552 0.2433 0.1137 0.0668 0.0444 0.0342 0.0288 0.0260 0.0253 0.0251 0.0264 0.4170";
32 "0.5548 0.3573 0.6989 0.1508 0.2276 0.3594 0.2842 0.1494 0.0820 0.0524 0.0375 0.0303 0.0272 0.0260 0.0262 0.5649";
42 "0.0411 0.3517 0.6906 0.0873 0.1205 0.1806 0.0332 0.0293 0.0269 0.0253 0.0245 0.0238 0.0243 0.0244 0.0245 0.2752";
20 "0.1823 0.3476 0.6861 0.1170 0.1693 0.2487 0.1017 0.0634 0.0431 0.0330 0.0282 0.0258 0.0249 0.0245 0.0256 0.3985";
20 "0.4711 0.2279 0.4421 0.1493 0.2230 0.3516 0.2410 0.1284 0.0730 0.0477 0.0354 0.0291 0.0262 0.0251 0.0253 0.5320";
20 "0.5429 0.3571 0.6976 0.1500 0.2267 0.3584 0.2780 0.1458 0.0811 0.0518 0.0371 0.0302 0.0272 0.0259 0.0262 0.5631";
17 "0.5516 0.1283 0.2348 0.1486 0.2265 0.3578 0.2824 0.1482 0.0819 0.0521 0.0374 0.0302 0.0271 0.0259 0.0261 0.5620";
22 "0.5604 0.1864 0.3497 0.1472 0.2276 0.3600 0.2871 0.1507 0.0829 0.0525 0.0376 0.0300 0.0271 0.0259 0.0262 0.5651";
21 "0.5609 0.0836 0.1436 0.1502 0.2274 0.3594 0.2873 0.1508 0.0829 0.0526 0.0377 0.0302 0.0271 0.0259 0.0262 0.5639";
23 "0.5607 0.0356 0.0438 0.1503 0.2273 0.3589 0.2874 0.1508 0.0830 0.0526 0.0377 0.0303 0.0272 0.0260 0.0262 0.5644";
17 "0.5742 0.3343 0.6518 0.1525 0.2311 0.3656 0.2945 0.1542 0.0847 0.0535 0.0380 0.0302 0.0272 0.0260 0.0262 0.5738";
19 "0.5727 0.1240 0.2268 0.1524 0.2307 0.3649 0.2936 0.1537 0.0845 0.0531 0.0378 0.0302 0.0271 0.0259 0.0261 0.5726";
21 "0.5786 0.1769 0.3238 0.1478 0.2314 0.3671 0.2967 0.1553 0.0853 0.0536 0.0380 0.0303 0.0272 0.0261 0.0262 0.5754";
20 "0.5716 0.0310 0.0335 0.1524 0.2310 0.3658 0.2934 0.1536 0.0842 0.0531 0.0381 0.0303 0.0272 0.0260 0.0262 0.5743";
